Query,Impressions,Clicks,CTR,Avg_Position,Date,New
mobile friendly test,385,0,0.0,8.8,30/05/2015,false
google mobile friendly,216,0,0.0,9.6,30/05/2015,false
mobile friendly,78,0,0.0,10.0,30/05/2015,false
check mobile friendly,28,0,0.0,6.4,30/05/2015,false
test mobile friendly,24,0,0.0,9.0,30/05/2015,false
google check mobile friendly,18,0,0.0,4.2,30/05/2015,false
mobile friendly test google,17,0,0.0,6.8,30/05/2015,false
mobile-friendly test,15,0,0.0,8.3,30/05/2015,false
google mobile friendly checker,15,0,0.0,4.2,30/05/2015,false
google mobile checker,14,0,0.0,3.2,30/05/2015,false
google mobile friendly check,9,0,0.0,4.9,30/05/2015,false
mobile-friendly,9,0,0.0,10.0,30/05/2015,false
mobile friendly check,8,0,0.0,5.3,30/05/2015,false
google friendly test,8,0,0.0,8.6,30/05/2015,false
test google mobile friendly,8,0,0.0,7.6,30/05/2015,false
mobile checker,8,0,0.0,15.0,30/05/2015,false
mobile friendly checker,7,0,0.0,4.0,30/05/2015,false
mobile friendly check google,7,0,0.0,3.3,30/05/2015,false
http status checker,7,0,0.0,7.4,30/05/2015,false
google test mobile friendly,6,0,0.0,6.2,30/05/2015,false
check if site is mobile friendly,5,0,0.0,7.8,30/05/2015,false
mobile friendly testing tool,5,0,0.0,7.4,30/05/2015,false
mobilefriendly test,5,0,0.0,8.8,30/05/2015,false
check mobile friendly google,5,0,0.0,4.6,30/05/2015,false
mobilefriendly,5,0,0.0,9.6,30/05/2015,false
mobile friendly google test,5,0,0.0,10.0,30/05/2015,false
test mobile friendly google,5,0,0.0,6.2,30/05/2015,false
google mobile friendly tester,4,0,0.0,7.0,30/05/2015,false
google mobile-friendly test,4,0,0.0,9.3,30/05/2015,false
test website mobile friendly,4,0,0.0,9.3,30/05/2015,false
google mobile friendly tool,4,0,0.0,8.5,30/05/2015,false
google check mobile,4,0,0.0,4.5,30/05/2015,false
website mobile friendly,4,0,0.0,37.0,30/05/2015,false
mobile friendly tool,4,0,0.0,6.8,30/05/2015,false
google checker,4,0,0.0,19.0,30/05/2015,false
mobile friendly website checker,3,0,0.0,5.0,30/05/2015,false
mobile-friendly test tool,3,0,0.0,9.0,30/05/2015,false
google check site mobile friendly,3,0,0.0,6.0,30/05/2015,false
mobile friendly website test,3,0,0.0,10.0,30/05/2015,false
mobile friendliness test,3,0,0.0,7.0,30/05/2015,false
mobile check google,3,0,0.0,5.3,30/05/2015,false
bulk 301 redirect checker,3,0,0.0,9.0,30/05/2015,false
google mobile analyzer,3,0,0.0,7.7,30/05/2015,false
mobile friendly tester,3,0,0.0,7.0,30/05/2015,false
google check for mobile friendly,3,0,0.0,4.3,30/05/2015,false
mobile friendly google check,3,0,0.0,3.3,30/05/2015,false
google mobile friendly test tool,3,0,0.0,6.0,30/05/2015,false
google mobile-friendly test tool,3,0,0.0,9.0,30/05/2015,false
mobile frendly,3,0,0.0,8.0,30/05/2015,false
google mobiel friendly test,3,0,0.0,9.0,30/05/2015,false
google mobile,3,0,0.0,36.0,30/05/2015,false
mobil friendly test,3,0,0.0,15.0,30/05/2015,false
google mobile-friendly,2,0,0.0,18.0,30/05/2015,false
mobile-friendly test google,2,0,0.0,10.0,30/05/2015,false
check google mobile friendly,2,0,0.0,3.5,30/05/2015,false
mobile-friendly-test,2,0,0.0,9.0,30/05/2015,false
bulk redirect checker,2,0,0.0,5.0,30/05/2015,false
google mobile website check,2,0,0.0,9.0,30/05/2015,false
check if site mobile friendly,2,0,0.0,11.0,30/05/2015,false
check if website is mobile friendly,2,0,0.0,6.5,30/05/2015,false
googles mobile friendly test,2,0,0.0,11.0,30/05/2015,false
mobile test friendly,2,0,0.0,7.5,30/05/2015,false
google url check,2,0,0.0,10.0,30/05/2015,false
google mobile frendly test,2,0,0.0,8.0,30/05/2015,false
responsive checker google,2,0,0.0,10.0,30/05/2015,false
google mobile score,2,0,0.0,5.0,30/05/2015,false
check mobile friendly websites,2,0,0.0,8.5,30/05/2015,false
mobile friendly tet,2,0,0.0,9.0,30/05/2015,false
friendly mobile,2,0,0.0,7.0,30/05/2015,false
google mobile friendliness test,2,0,0.0,6.0,30/05/2015,false
google mobile tool,2,0,0.0,7.5,30/05/2015,false
check website is mobile friendly,2,0,0.0,8.0,30/05/2015,false
bulk http status checker,2,0,0.0,3.0,30/05/2015,false
mobile freindly test,2,0,0.0,7.5,30/05/2015,false
check google mobile site,2,0,0.0,9.5,30/05/2015,false
google mobile site checker,2,0,0.0,6.0,30/05/2015,false
friendly test,2,0,0.0,6.0,30/05/2015,false
google bulk,2,0,0.0,10.0,30/05/2015,false
mobile friendly tets,2,0,0.0,8.0,30/05/2015,true
google mobile freindly test,2,0,0.0,9.0,30/05/2015,false
google mobile frendly,1,0,0.0,8.0,30/05/2015,false
gogle mobile friendly test,1,0,0.0,7.0,30/05/2015,false
google mobile test friendly,1,0,0.0,10.0,30/05/2015,false
mobile site check,1,0,0.0,49.0,30/05/2015,true
google test for mobile friendly,1,0,0.0,6.0,30/05/2015,false
google check if site is mobile friendly,1,0,0.0,6.0,30/05/2015,false
check mobile google,1,0,0.0,7.0,30/05/2015,false
googlemobilefriendlytest,1,0,0.0,7.0,30/05/2015,false
header response checker,1,0,0.0,24.0,30/05/2015,false
http checker,1,0,0.0,10.0,30/05/2015,false
google mobile friendly tst,1,0,0.0,7.0,30/05/2015,false
mobile friendly tst,1,0,0.0,8.0,30/05/2015,false
mobilefriendlytest,1,0,0.0,7.0,30/05/2015,false
redirect checker bulk,1,0,0.0,6.0,30/05/2015,false
mobil check google,1,0,0.0,6.0,30/05/2015,false
mobiel friendly test,1,0,0.0,12.0,30/05/2015,false
mobile checker google,1,0,0.0,2.0,30/05/2015,false
check website mobile friendly,1,0,0.0,7.0,30/05/2015,false
"""mobile-friendly""",1,0,0.0,14.0,30/05/2015,false
website mobile friendly test,1,0,0.0,10.0,30/05/2015,false
mobile friendly page,1,0,0.0,17.0,30/05/2015,false
status code checker,1,0,0.0,12.0,30/05/2015,false
friendly mobile test,1,0,0.0,8.0,30/05/2015,false
check mobile site google,1,0,0.0,9.0,30/05/2015,true
google mobile friendly tests,1,0,0.0,7.0,30/05/2015,false
mobile friendly page test,1,0,0.0,9.0,30/05/2015,false
google mobil friendly test,1,0,0.0,21.0,30/05/2015,false
http status codes,1,0,0.0,75.0,30/05/2015,false
google mobile friendly website check,1,0,0.0,10.0,30/05/2015,false
mobile-friendly testing tool,1,0,0.0,8.0,30/05/2015,true
redirect checker,1,0,0.0,43.0,30/05/2015,false
google mobiel friendly,1,0,0.0,9.0,30/05/2015,false
google mobile firendly test,1,0,0.0,6.0,30/05/2015,false
google mobile friendly website checker,1,0,0.0,5.0,30/05/2015,false
bulk check,1,0,0.0,13.0,30/05/2015,false
google mobile friendly test page,1,0,0.0,7.0,30/05/2015,false
google check website mobile friendly,1,0,0.0,7.0,30/05/2015,false
google test if mobile friendly,1,0,0.0,8.0,30/05/2015,false
http response checker,1,0,0.0,15.0,30/05/2015,false
mobile friendly test tool,1,0,0.0,8.0,30/05/2015,false
mobilefriendly test google,1,0,0.0,5.0,30/05/2015,false
check http status,1,0,0.0,11.0,30/05/2015,false
mobile-friendly test - google,1,0,0.0,5.0,30/05/2015,false
google website checker,1,0,0.0,47.0,30/05/2015,false
urlscore,1,0,0.0,47.0,30/05/2015,false
cek mobile friendly google,1,0,0.0,4.0,30/05/2015,false
google s mobile-friendly test,1,0,0.0,32.0,30/05/2015,false
check website for mobile friendly,1,0,0.0,6.0,30/05/2015,false
mobile frindly test,1,0,0.0,10.0,30/05/2015,false
google mobile responsive checker,1,0,0.0,7.0,30/05/2015,false
bulk server header checker,1,0,0.0,4.0,30/05/2015,false
score checker,1,0,0.0,40.0,30/05/2015,true
google score checker,1,0,0.0,8.0,30/05/2015,false
seo redirect checker,1,0,0.0,100.0,30/05/2015,false
google's mobile friendly test,1,0,0.0,8.0,30/05/2015,false
mobile friendly url,1,0,0.0,4.0,30/05/2015,false
mobile friendly site,1,0,0.0,32.0,30/05/2015,false
mobile friendly?,1,0,0.0,8.0,30/05/2015,false
google responsive checker,1,0,0.0,13.0,30/05/2015,false
google page checker,1,0,0.0,32.0,30/05/2015,false
google mobile freidnly,1,0,0.0,10.0,30/05/2015,false
google mobile freidnly test,1,0,0.0,8.0,30/05/2015,false
check site mobile friendly,1,0,0.0,6.0,30/05/2015,false
mobile site checker google,1,0,0.0,6.0,30/05/2015,false
mobile friednly test,1,0,0.0,9.0,30/05/2015,false
google mobile friednly test,1,0,0.0,5.0,30/05/2015,false
mobile friedly test,1,0,0.0,10.0,30/05/2015,false
mobile firendly test,1,0,0.0,8.0,30/05/2015,false
googlemobile test,1,0,0.0,4.0,30/05/2015,false
mobile friendliness,1,0,0.0,9.0,30/05/2015,false
google friendly,1,0,0.0,26.0,30/05/2015,false
test for mobile friendly,1,0,0.0,7.0,30/05/2015,false
mobile friendly google,1,0,0.0,23.0,30/05/2015,false
test mobil friendly,1,0,0.0,7.0,30/05/2015,true
check if a site is mobile friendly,1,0,0.0,22.0,30/05/2015,false
google mobile friendly website test,1,0,0.0,8.0,30/05/2015,false
http status code checker,1,0,0.0,11.0,30/05/2015,false
check if mobile friendly,1,0,0.0,4.0,30/05/2015,false
mobile friendlyness,1,0,0.0,8.0,30/05/2015,false
google friendly mobile test,1,0,0.0,8.0,30/05/2015,false
google mobil check,1,0,0.0,4.0,30/05/2015,false
google mobile page check,1,0,0.0,7.0,30/05/2015,false
google mobile friendy test,1,0,0.0,7.0,30/05/2015,false
mobile friendly test page,1,0,0.0,8.0,30/05/2015,false
google check,1,0,0.0,43.0,30/05/2015,true
check for mobile friendly,1,0,0.0,5.0,30/05/2015,false
checker,1,0,0.0,180.0,30/05/2015,true
testing mobile friendly,1,0,0.0,8.0,30/05/2015,false
mobile freindly,1,0,0.0,8.0,30/05/2015,false
google mobile check tool,1,0,0.0,7.0,30/05/2015,false
mobile redirect checker,1,0,0.0,25.0,30/05/2015,true
mobile friendly site checker,1,0,0.0,8.0,30/05/2015,false
mobile friendly test,558,6,0.0108,8.3,31/05/2015,false
check mobile friendly,31,1,0.0323,6.1,31/05/2015,false
mobile friendly checker,9,1,0.1111,4.0,31/05/2015,false
bulk http status checker,1,1,1.0,2.0,31/05/2015,false
google mobile friendly,365,0,0.0,9.0,31/05/2015,false
google mobile friendly test,272,0,0.0,6.3,31/05/2015,false
mobile friendly,127,0,0.0,9.0,31/05/2015,false
google mobile check,56,0,0.0,6.1,31/05/2015,false
mobile friendly test google,34,0,0.0,6.5,31/05/2015,false
test mobile friendly,28,0,0.0,7.3,31/05/2015,false
google mobile checker,26,0,0.0,3.2,31/05/2015,false
google mobile friendly check,19,0,0.0,4.7,31/05/2015,false
google friendly test,17,0,0.0,8.0,31/05/2015,false
mobile-friendly test,16,0,0.0,8.8,31/05/2015,false
mobile friendly check,16,0,0.0,4.5,31/05/2015,false
google mobile friendly tool,16,0,0.0,6.3,31/05/2015,false
google check mobile friendly,15,0,0.0,4.3,31/05/2015,false
mobile-friendly,15,0,0.0,9.9,31/05/2015,false
mobile friendly testing tool,11,0,0.0,8.2,31/05/2015,false
google check mobile,11,0,0.0,4.3,31/05/2015,false
http status checker,11,0,0.0,7.9,31/05/2015,false
mobilefriendly test,10,0,0.0,8.8,31/05/2015,false
google friendly,10,0,0.0,8.2,31/05/2015,false
mobile friendly google test,10,0,0.0,8.0,31/05/2015,false
website mobile friendly,9,0,0.0,35.0,31/05/2015,false
google mobile friendly tester,8,0,0.0,5.9,31/05/2015,false
google test mobile friendly,8,0,0.0,5.4,31/05/2015,false
redirect checker,7,0,0.0,47.0,31/05/2015,false
mobile check google,7,0,0.0,4.9,31/05/2015,false
mobile friendly tool,7,0,0.0,7.4,31/05/2015,false
google mobile,6,0,0.0,33.0,31/05/2015,false
mobile friendly website checker,5,0,0.0,5.0,31/05/2015,false
google mobile-friendly test,5,0,0.0,8.2,31/05/2015,false
mobile freindly test,5,0,0.0,8.8,31/05/2015,false
mobile friendly tester,5,0,0.0,9.2,31/05/2015,false
check mobile friendly google,5,0,0.0,4.4,31/05/2015,false
google mobile friendly test tool,5,0,0.0,8.2,31/05/2015,false
check google mobile friendly,4,0,0.0,4.5,31/05/2015,false
mobile friendly website test,4,0,0.0,9.3,31/05/2015,false
mobile frindly,4,0,0.0,9.5,31/05/2015,false
mobilefriendly,4,0,0.0,9.8,31/05/2015,false
test google mobile friendly,4,0,0.0,7.5,31/05/2015,false
mobile checker,4,0,0.0,6.8,31/05/2015,false
google mobile-friendly,3,0,0.0,13.0,31/05/2015,false
mobile-friendly test google,3,0,0.0,10.0,31/05/2015,false
google mobile frindly test,3,0,0.0,7.0,31/05/2015,false
google mobile friendly checker,3,0,0.0,2.7,31/05/2015,false
check if site is mobile friendly,3,0,0.0,6.0,31/05/2015,false
mobile friendliness test,3,0,0.0,6.3,31/05/2015,false
google mobile friendliness test,3,0,0.0,6.3,31/05/2015,false
google mobile tool,3,0,0.0,8.0,31/05/2015,false
google check mobile site,3,0,0.0,9.7,31/05/2015,false
mobile friendly cheker,3,0,0.0,4.0,31/05/2015,true
http status codes checker,3,0,0.0,10.0,31/05/2015,false
google mobile site checker,3,0,0.0,6.3,31/05/2015,false
friendly test,3,0,0.0,5.7,31/05/2015,false
mobile firendly test,3,0,0.0,9.0,31/05/2015,false
mobile friendliness,3,0,0.0,7.3,31/05/2015,false
mobile website checker google,3,0,0.0,5.7,31/05/2015,false
mobile friendly google check,3,0,0.0,3.3,31/05/2015,false
bulk header checker,3,0,0.0,6.0,31/05/2015,false
google mobile freindly test,3,0,0.0,7.3,31/05/2015,false
google mobiel friendly test,3,0,0.0,9.7,31/05/2015,false
mass url checker,2,0,0.0,10.0,31/05/2015,false
friendly google,2,0,0.0,7.5,31/05/2015,true
check mobile google,2,0,0.0,6.0,31/05/2015,false
google mobile website checker,2,0,0.0,7.0,31/05/2015,false
mobile website checker,2,0,0.0,16.0,31/05/2015,false
mobile-friendly-test,2,0,0.0,9.0,31/05/2015,false
check website mobile friendly,2,0,0.0,8.0,31/05/2015,false
googles mobile friendly test,2,0,0.0,9.0,31/05/2015,false
mobile friendly check google,2,0,0.0,3.0,31/05/2015,false
mobile friendly checker google,2,0,0.0,6.0,31/05/2015,false
mobile-friendly google,2,0,0.0,24.0,31/05/2015,false
google frendly test,2,0,0.0,5.0,31/05/2015,false
check mobile friendly websites,2,0,0.0,9.5,31/05/2015,false
google tool to check mobile friendly,2,0,0.0,6.0,31/05/2015,false
friendly mobile,2,0,0.0,8.5,31/05/2015,false
mobile freindly check,2,0,0.0,3.5,31/05/2015,false
mobile friendly url,2,0,0.0,5.0,31/05/2015,false
bulk url checker,2,0,0.0,13.0,31/05/2015,false
google check site for mobile,2,0,0.0,9.0,31/05/2015,true
mobile friendly google,2,0,0.0,17.0,31/05/2015,false
google mobile friendly website test,2,0,0.0,6.5,31/05/2015,false
check if mobile friendly,2,0,0.0,5.5,31/05/2015,false
test mobile friendly google,2,0,0.0,5.0,31/05/2015,false
google checker,2,0,0.0,17.0,31/05/2015,false
mobile friendly site checker,2,0,0.0,6.0,31/05/2015,false
website mobile friendly check,1,0,0.0,7.0,31/05/2015,false
mobile friendly website,1,0,0.0,43.0,31/05/2015,true
mobile score google,1,0,0.0,5.0,31/05/2015,false
google check if site is mobile friendly,1,0,0.0,5.0,31/05/2015,false
mobile-friendly test tool,1,0,0.0,9.0,31/05/2015,false
header response checker,1,0,0.0,20.0,31/05/2015,false
check site on mobile,1,0,0.0,39.0,31/05/2015,true
mobile friend test,1,0,0.0,38.0,31/05/2015,false
google check site mobile friendly,1,0,0.0,5.0,31/05/2015,false
google mobile-friendly tool,1,0,0.0,8.0,31/05/2015,false
google mobile friednly,1,0,0.0,9.0,31/05/2015,false
mobile firendly,1,0,0.0,9.0,31/05/2015,false
mobile friendly tst,1,0,0.0,9.0,31/05/2015,false
google mobile friendly testing tool,1,0,0.0,7.0,31/05/2015,false
redirect checker bulk,1,0,0.0,6.0,31/05/2015,false
bulk redirect checker,1,0,0.0,6.0,31/05/2015,false
mobiel friendly test,1,0,0.0,12.0,31/05/2015,false
check if site mobile friendly,1,0,0.0,8.0,31/05/2015,false
check if website is mobile friendly,1,0,0.0,5.0,31/05/2015,false
mobile checker google,1,0,0.0,3.0,31/05/2015,false
"""mobile-friendly""",1,0,0.0,7.0,31/05/2015,false
google frindly,1,0,0.0,8.0,31/05/2015,true
google mobile frindly,1,0,0.0,8.0,31/05/2015,false
how to check mobile friendly website,1,0,0.0,10.0,31/05/2015,true
google mobile friendly site checker,1,0,0.0,10.0,31/05/2015,false
check if site is mobile friendly google,1,0,0.0,8.0,31/05/2015,false
test if site is mobile friendly,1,0,0.0,10.0,31/05/2015,false
mobile google check,1,0,0.0,7.0,31/05/2015,false
google results checker,1,0,0.0,57.0,31/05/2015,false
movile friendly test,1,0,0.0,8.0,31/05/2015,false
friendly mobile test,1,0,0.0,9.0,31/05/2015,false
test website mobile friendly,1,0,0.0,9.0,31/05/2015,false
google mobile chcker,1,0,0.0,4.0,31/05/2015,false
google mobilefriendly,1,0,0.0,8.0,31/05/2015,false
mobile friendly page test,1,0,0.0,8.0,31/05/2015,false
google mobil friendly test,1,0,0.0,18.0,31/05/2015,false
http status codes,1,0,0.0,74.0,31/05/2015,false
google test friendly,1,0,0.0,6.0,31/05/2015,false
responsive checker tool,1,0,0.0,38.0,31/05/2015,true
google mobile firendly test,1,0,0.0,5.0,31/05/2015,false
google mobile friendly website checker,1,0,0.0,6.0,31/05/2015,false
bulk check,1,0,0.0,13.0,31/05/2015,false
google check website mobile friendly,1,0,0.0,7.0,31/05/2015,false
check mobile friendly website,1,0,0.0,9.0,31/05/2015,false
google test website mobile friendly,1,0,0.0,8.0,31/05/2015,false
google mobile friendl test,1,0,0.0,7.0,31/05/2015,false
check mobile friendly site,1,0,0.0,9.0,31/05/2015,false
websites mobile friendly,1,0,0.0,39.0,31/05/2015,true
mobile url,1,0,0.0,44.0,31/05/2015,true
mobile friendly test tool,1,0,0.0,10.0,31/05/2015,false
google moblie friendly,1,0,0.0,9.0,31/05/2015,true
google website checker,1,0,0.0,16.0,31/05/2015,false
urlscore,1,0,0.0,46.0,31/05/2015,false
check website for mobile friendly,1,0,0.0,6.0,31/05/2015,false
bulk response,1,0,0.0,38.0,31/05/2015,true
google is mobile friendly,1,0,0.0,9.0,31/05/2015,false
mobile friendly testing tool google,1,0,0.0,5.0,31/05/2015,false
check website is mobile friendly,1,0,0.0,8.0,31/05/2015,false
seo redirect checker,1,0,0.0,100.0,31/05/2015,false
google mobile analyzer,1,0,0.0,8.0,31/05/2015,false
google mobile freindly tool,1,0,0.0,8.0,31/05/2015,false
mobile friendly site,1,0,0.0,44.0,31/05/2015,false
goole mobile friendly test,1,0,0.0,6.0,31/05/2015,false
google mobile friendly sites,1,0,0.0,32.0,31/05/2015,true
google responsive checker,1,0,0.0,10.0,31/05/2015,false
google page checker,1,0,0.0,28.0,31/05/2015,false
check site mobile friendly,1,0,0.0,8.0,31/05/2015,false
mobil friendly,1,0,0.0,8.0,31/05/2015,false
mobile friednly test,1,0,0.0,8.0,31/05/2015,false
google site checker,1,0,0.0,47.0,31/05/2015,false
test mobil friendly,1,0,0.0,10.0,31/05/2015,false
http status code checker,1,0,0.0,11.0,31/05/2015,false
google mobil check,1,0,0.0,7.0,31/05/2015,false
mobile frendly,1,0,0.0,10.0,31/05/2015,false
mobile friendy test,1,0,0.0,8.0,31/05/2015,false
website mobile friendly checker,1,0,0.0,5.0,31/05/2015,false
teste mobile friendly,1,0,0.0,5.0,31/05/2015,false
google mobile frienly,1,0,0.0,3.0,31/05/2015,false
mobile friendly test,1383,2,0.0014,8.2,01/06/2015,false
google mobile friendly,825,2,0.0024,9.5,01/06/2015,false
google mobile friendly test,617,2,0.0032,6.5,01/06/2015,false
mobile friendly check,27,2,0.0741,4.6,01/06/2015,false
urlitor,3,2,0.6667,1.0,01/06/2015,false
google mobile check,102,1,0.0098,6.3,01/06/2015,false
mobile-friendly test,34,1,0.0294,8.5,01/06/2015,false
google friendly test,32,1,0.0313,7.8,01/06/2015,false
google mobile friendly check,29,1,0.0345,5.0,01/06/2015,false
google mobile friendly checker,29,1,0.0345,3.5,01/06/2015,false
mobile friendly checker,25,1,0.04,4.1,01/06/2015,false
google check mobile friendly,20,1,0.05,4.7,01/06/2015,false
bulk redirect checker,10,1,0.1,5.1,01/06/2015,false
google mobile score,3,1,0.3333,5.0,01/06/2015,false
bulk http status checker,2,1,0.5,2.5,01/06/2015,false
google mobile friendly testing tool,1,1,1.0,5.0,01/06/2015,false
mobile friendly tools,1,1,1.0,5.0,01/06/2015,false
mobile friendly,274,0,0.0,8.8,01/06/2015,false
mobile friendly test google,63,0,0.0,6.7,01/06/2015,false
google mobile checker,59,0,0.0,3.5,01/06/2015,false
google mobile friendly tool,48,0,0.0,7.4,01/06/2015,false
test mobile friendly,44,0,0.0,8.0,01/06/2015,false
check mobile friendly,40,0,0.0,6.0,01/06/2015,false
google friendly,26,0,0.0,7.5,01/06/2015,false
mobile-friendly,24,0,0.0,9.9,01/06/2015,false
google check mobile,22,0,0.0,4.7,01/06/2015,false
mobilefriendly,20,0,0.0,9.6,01/06/2015,false
mobile friendly google test,19,0,0.0,7.7,01/06/2015,false
mobile friendly tool,18,0,0.0,7.0,01/06/2015,false
http status checker,16,0,0.0,7.9,01/06/2015,false
google mobile tool,16,0,0.0,7.3,01/06/2015,false
google test mobile friendly,16,0,0.0,6.8,01/06/2015,false
google mobile friendly test tool,15,0,0.0,7.1,01/06/2015,false
google mobile-friendly test,14,0,0.0,6.1,01/06/2015,false
google mobile friendly tester,13,0,0.0,6.2,01/06/2015,false
check if site is mobile friendly,12,0,0.0,6.9,01/06/2015,false
mobile friendly tester,12,0,0.0,7.8,01/06/2015,false
mobile friendly check google,11,0,0.0,3.2,01/06/2015,false
test mobile friendly google,11,0,0.0,5.9,01/06/2015,false
test google mobile friendly,10,0,0.0,6.1,01/06/2015,false
google mobile website checker,9,0,0.0,6.1,01/06/2015,false
redirect checker,9,0,0.0,45.0,01/06/2015,false
mobilefriendly test,9,0,0.0,7.0,01/06/2015,false
website mobile friendly,9,0,0.0,33.0,01/06/2015,false
mobilefriendlytest,8,0,0.0,8.4,01/06/2015,false
mobile friendly testing tool,8,0,0.0,7.9,01/06/2015,false
mobile check google,8,0,0.0,4.4,01/06/2015,false
mobile friendliness,8,0,0.0,8.9,01/06/2015,false
mobile checker,8,0,0.0,10.0,01/06/2015,false
bulk header checker,8,0,0.0,5.9,01/06/2015,false
mobile friendly website checker,7,0,0.0,5.6,01/06/2015,false
check google mobile friendly,7,0,0.0,4.3,01/06/2015,false
mobile friendliness test,7,0,0.0,6.9,01/06/2015,false
mobile friendly test tool,7,0,0.0,8.7,01/06/2015,false
bulk url checker,7,0,0.0,12.0,01/06/2015,false
google's mobile friendly test,6,0,0.0,7.5,01/06/2015,false
mobile friendly google,6,0,0.0,12.0,01/06/2015,false
google friendly mobile test,6,0,0.0,8.3,01/06/2015,false
google mobile,6,0,0.0,34.0,01/06/2015,false
google mobile frendly,5,0,0.0,9.0,01/06/2015,false
google mobile freindly,5,0,0.0,10.0,01/06/2015,false
google mobile-friendly,5,0,0.0,11.0,01/06/2015,false
mobile firendly,5,0,0.0,6.8,01/06/2015,false
mobile test friendly,5,0,0.0,7.6,01/06/2015,false
test website mobile friendly,5,0,0.0,8.4,01/06/2015,false
google mobile friendly website checker,5,0,0.0,4.8,01/06/2015,false
check mobile friendly google,5,0,0.0,4.2,01/06/2015,false
google mobile site checker,5,0,0.0,6.6,01/06/2015,false
mobile frendly,5,0,0.0,8.2,01/06/2015,false
google mobile freindly test,5,0,0.0,8.4,01/06/2015,false
http checker,4,0,0.0,26.0,01/06/2015,false
check website mobile friendly,4,0,0.0,6.8,01/06/2015,false
mobile friendly website test,4,0,0.0,8.8,01/06/2015,false
mobile google check,4,0,0.0,4.5,01/06/2015,false
response code checker,4,0,0.0,13.0,01/06/2015,false
google mobile friendliness test,4,0,0.0,6.0,01/06/2015,false
check website is mobile friendly,4,0,0.0,9.5,01/06/2015,false
friendly test,4,0,0.0,5.0,01/06/2015,false
google check if website is mobile friendly,4,0,0.0,7.3,01/06/2015,false
google mobiel friendly test,4,0,0.0,7.8,01/06/2015,false
check for mobile friendly,4,0,0.0,6.0,01/06/2015,false
mobile score google,3,0,0.0,4.3,01/06/2015,false
header response checker,3,0,0.0,20.0,01/06/2015,false
google mobile firendly,3,0,0.0,9.7,01/06/2015,false
mobiel friendly test,3,0,0.0,8.7,01/06/2015,false
check if website is mobile friendly,3,0,0.0,8.0,01/06/2015,false
googles mobile friendly test,3,0,0.0,8.3,01/06/2015,false
google mobile friendly site checker,3,0,0.0,8.0,01/06/2015,false
friendly mobile test,3,0,0.0,8.0,01/06/2015,false
google frendly,3,0,0.0,8.0,01/06/2015,true
mobile frendly test,3,0,0.0,7.7,01/06/2015,false
check mobile friendly websites,3,0,0.0,10.0,01/06/2015,false
check mobile friendly website,3,0,0.0,9.7,01/06/2015,false
google mobile friendl test,3,0,0.0,7.0,01/06/2015,false
google mobiel check,3,0,0.0,4.3,01/06/2015,false
check http status,3,0,0.0,11.0,01/06/2015,false
google friendly mobile,3,0,0.0,9.7,01/06/2015,false
google mobile friendly score,3,0,0.0,5.0,01/06/2015,false
mobile frindly test,3,0,0.0,8.3,01/06/2015,false
google mobile responsive checker,3,0,0.0,8.0,01/06/2015,false
google check mobile site,3,0,0.0,9.7,01/06/2015,false
mobile freindly test,3,0,0.0,8.3,01/06/2015,false
mobile friendly score,3,0,0.0,4.3,01/06/2015,false
mobile friendly site,3,0,0.0,40.0,01/06/2015,false
check site mobile friendly,3,0,0.0,7.3,01/06/2015,false
google.mobile friendly,3,0,0.0,8.0,01/06/2015,false
google's mobile-friendly test,3,0,0.0,5.7,01/06/2015,false
google mobil check,3,0,0.0,7.7,01/06/2015,false
mobile friendy test,3,0,0.0,8.3,01/06/2015,false
google mobile friendy test,3,0,0.0,7.3,01/06/2015,false
google checker,3,0,0.0,18.0,01/06/2015,false
mobil friendly test,3,0,0.0,12.0,01/06/2015,false
google mobile cheker,2,0,0.0,4.0,01/06/2015,false
http status check,2,0,0.0,8.0,01/06/2015,false
google mobile test friendly,2,0,0.0,10.0,01/06/2015,false
friendly google,2,0,0.0,6.0,01/06/2015,false
tes mobile friendly,2,0,0.0,10.0,01/06/2015,false
check mobile google,2,0,0.0,6.5,01/06/2015,false
https status checker,2,0,0.0,7.5,01/06/2015,false
google mobile page checker,2,0,0.0,5.0,01/06/2015,false
site mobile friendly,2,0,0.0,38.0,01/06/2015,true
google check site mobile friendly,2,0,0.0,5.5,01/06/2015,false
google mobile site check,2,0,0.0,8.5,01/06/2015,false
how to check if website is mobile friendly,2,0,0.0,11.0,01/06/2015,false
mobile-friendly-test,2,0,0.0,9.0,01/06/2015,false
mobile friendly test\,2,0,0.0,8.5,01/06/2015,false
test friendly mobile,2,0,0.0,9.5,01/06/2015,false
google mobile website check,2,0,0.0,9.0,01/06/2015,false
check if site mobile friendly,2,0,0.0,8.5,01/06/2015,false
how to check mobile friendly website,2,0,0.0,11.0,01/06/2015,false
status code checker,2,0,0.0,11.0,01/06/2015,false
mobile friendly test.,2,0,0.0,8.5,01/06/2015,false
google mobil friendly,2,0,0.0,8.5,01/06/2015,false
google url check,2,0,0.0,10.0,01/06/2015,false
mobile friendly checker google,2,0,0.0,2.5,01/06/2015,false
mobile score,2,0,0.0,22.0,01/06/2015,false
google mobile friendliness tool,2,0,0.0,7.0,01/06/2015,false
mobile-friendly testing tool,2,0,0.0,7.0,01/06/2015,false
